"","OR","SE","upper","lower","p","Exposure"
"1",2.15520133708236,0.0395552548181495,3.3012123969381,1.40702634210078,0.000416145757740228,"Diastolic blood pressure"
"2",2.01011720511672,0.0314582291593046,3.37407534944569,1.19753436418368,0.00823749289130358,"Systolic blood pressure"
