"","OR","SE","upper","lower","p","Exposure"
"1",0.86969274231314,0.0395552548181495,0.9398011205142,0.804814390536495,0.000416145757740228,"Diastolic blood pressure"
"2",0.920242351560035,0.0314582291593046,0.978768540449531,0.865215779428098,0.00823749289130358,"Systolic blood pressure"
