"","OR","SE","upper","lower","Exposure"
"1",0.986482807968754,0.0646600668649857,1.11977116793054,0.869059999300035,"Diastolic blood pressure"
"2",0.986482857804746,0.064660317118507,1.11977177374456,0.869059616932805,"Systolic blood pressure"
