"","OR","SE","upper","lower","p","Exposure"
"1",1.04577631331738,0.0284775076261895,1.42154886244887,0.769335565160722,0.77505234185017,"Diastolic blood pressure"
"2",1.23720553629364,0.0308907649900891,2.05739535389868,0.743988041061273,0.412041146924663,"Systolic blood pressure"
