"","OR","SE","upper","lower","Exposure"
"1",1.07619870612069,-0.353166667962238,2.15037400970262,0.5386056796771,"Diastolic blood pressure"
"2",1.62319713579786,-0.604082325617365,5.30367036830821,0.496782182657184,"Systolic blood pressure"
