"","OR","SE","upper","lower","p","Exposure"
"1",0.991894934937508,0.0284775076261895,0.938048144423957,1.04883269350621,0.77505234185017,"Diastolic blood pressure"
"2",0.974978451622887,0.0308907649900891,0.917699018656629,1.03583305833809,0.412041146924663,"Systolic blood pressure"
